63,270465,294156,271076,295406,273403,298818,275494,296185,271220,287502,263627,279539,262803,276823,270180,282818,274419,288179,279861,292435,284248,296093,283296,297576,279774,294663,266565,281841,281403,296791,309030,324902,319105,334341,322753,340002,329459,346837,323434,335018,382951,398568,360339,374957,347330,364021,338724,354244,333812,349821,342576,357300,344199,360710,342516,357872
64,270307,296354,264776,290649,265635,292201,268123,295344,270334,293235,266276,284888,259146,277236,258532,274648,266037,280608,270327,286054,275928,290017,279967,293601,278972,295104,275408,292112,262393,278749,276904,293899,303393,321752,315034,331670,318736,337520,250724,261897,415577,432033,378979,396151,356688,372818,344099,362436,335678,352668,330729,348157,339363,355467,341152,359127
65,271129,299189,264138,292600,258748,286749,259872,288700,262543,291767,264762,289794,260902,281669,254827,274484,254227,271933,261716,278366,266477,283265,271062,287353,274484,290910,273693,292165,270577,289331,257396,274805,272215,290664,299190,319319,310942,328978,244035,255907,321178,336197,410888,429082,374775,393561,353009,370561,340422,360410,331974,350494,326933,345922,335697,352953
66,260917,296361,263839,294947,257533,288452,252375,282641,253857,284817,256654,287936,258900,286105,255562,278457,249909,271675,249300,269392,257362,275383,261348,280368,265404,284400,268963,287863,268724,288988,265357,285559,252971,271823,268080,288017,294759,316506,243585,255357,311199,328008,317268,333527,406033,425759,370703,390849,348975,367768,336563,357795,327911,347889,323224,343286
67,255237,297087,253257,291629,255970,290354,250446,284042,245728,278417,247424,280699,250425,283804,252835,282251,249599,274917,244844,268637,244559,266208,251924,272166,255765,277255,259875,281144,263574,284553,263448,284542,260494,281852,248752,269266,263716,285149,226772,240422,311420,328059,306951,325175,313085,330750,401139,422567,366002,387904,344726,364939,331960,354959,323633,345174
68,248910,297699,247184,292015,245383,286812,248084,285717,243213,279618,238840,273708,240734,276503,244050,279586,246463,278239,243498,271651,239531,265693,238943,262916,246136,268813,249967,273544,254287,277525,257849,280065,258248,280704,255782,278879,244336,266337,201936,216913,289369,309628,306684,324940,302324,322121,308651,327926,395680,418856,361029,384525,340001,361791,327472,351835
69,253524,307610,240181,291997,238729,286522,237240,281760,240033,280533,235674,274613,231655,268736,233936,271922,237251,275007,239762,274232,237672,267681,233586,261891,232539,259157,239812,264878,244176,269676,248247,273000,252118,275986,253134,277220,250731,275609,182151,197946,258169,280193,284257,306294,301597,321488,297435,319002,303869,324703,389759,414713,355389,380843,334709,358452
70,253902,318548,243928,301234,231076,285971,229858,280678,228954,276064,231375,274882,227786,269151,224176,263565,226731,267001,230058,270186,233096,269598,231134,263416,227134,257821,226205,255097,233815,260833,238244,265141,242612,268856,246551,272156,247736,273516,189517,206038,232241,255756,253211,276845,278987,302609,296181,317842,292273,315276,298550,321010,383055,410152,349268,376645
71,254761,327844,243352,311483,233986,294528,221919,279288,220995,274306,220052,269790,222699,268825,219904,263499,216279,258084,219306,261725,223021,264943,225797,264746,224171,258833,220445,253380,219716,250799,227441,255988,232242,260707,236742,264799,240808,268055,187291,206082,240410,265689,227020,252330,247889,273294,273383,298893,290461,313740,286665,311262,292849,317111,375924,405199
72,164256,219553,242877,318626,232600,303889,223469,287269,212465,272456,211531,267698,211083,263324,213740,262539,211411,257395,208150,252237,211848,256299,215421,259497,217992,259461,216724,253612,213618,248540,212868,245889,221100,251200,226104,256471,230563,260383,182365,202022,237351,265109,234508,261671,221555,248579,242115,269375,267272,294594,284335,309430,280539,306772,286543,312740
