2I,486,68,812178,1014863
2I,486,69,763158,994783
2I,486,70,711263,934303
2I,486,71,679650,917958
2I,486,72,631498,872030
2I,486,73,595845,838146
2I,486,74,567741,823805
2I,486,75,525611,779135
2I,486,76,474106,727953
2I,486,77,431324,689725
2I,486,78,388013,640980
2I,486,79,350446,602331
2I,486,80,304605,542812
2I,486,81,266128,494585
2I,486,82,233177,446521
2I,486,83,203694,407941
2I,486,84,179314,373375
2I,486,85,769181,1942219
2I,487,0,1886023,1800131
2I,487,1,1852144,1764592
2I,487,2,1820595,1739069
2I,487,3,1804248,1722845
2I,487,4,1855392,1772322
2I,487,5,1834719,1751318
2I,487,6,1823002,1739862
2I,487,7,1800842,1722165
2I,487,8,1670522,1592927
2I,487,9,1750649,1666612
2I,487,10,1717603,1628930
2I,487,11,1651357,1571361
2I,487,12,1659680,1579785
2I,487,13,1640192,1567414
2I,487,14,1705118,1626698
2I,487,15,1839702,1754710
2I,487,16,1988011,1884275
2I,487,17,1960095,1853688
2I,487,18,1869787,1797335
2I,487,19,1924366,1874508
2I,487,20,1962420,1910660
2I,487,21,1990168,1928439
2I,487,22,2061007,2010580
2I,487,23,2101713,2057957
2I,487,24,2161635,2127118
2I,487,25,2195290,2165861
2I,487,26,2194405,2182964
2I,487,27,2204756,2191091
2I,487,28,2088558,2088192
2I,487,29,2296119,2286995
2I,487,30,2200688,2204449
2I,487,31,2096433,2117486
2I,487,32,2068084,2088536
2I,487,33,1986836,2028735
2I,487,34,2021390,2042222
2I,487,35,1955898,1987460
2I,487,36,1817160,1861365
2I,487,37,1810485,1859980
2I,487,38,1702714,1757814
2I,487,39,1900166,1947663
2I,487,40,1856123,1905892
2I,487,41,1370359,1420744
2I,487,42,1409567,1454866
2I,487,43,1426237,1485144
2I,487,44,1489917,1532613
2I,487,45,1300113,1349567
2I,487,46,1204758,1256538
2I,487,47,1173102,1228576
2I,487,48,1110990,1164262
2I,487,49,1172956,1221460
2I,487,50,1088272,1150232
2I,487,51,1053534,1117631
2I,487,52,1062257,1127935
2I,487,53,997078,1062118
2I,487,54,1027252,1107900
2I,487,55,1021103,1115822
2I,487,56,1057299,1161335
2I,487,57,1081584,1172959
2I,487,58,1011598,1123336
2I,487,59,1081327,1204939
2I,487,60,1017043,1175744
2I,487,61,995138,1146514
2I,487,62,1007419,1169634
2I,487,63,994203,1151581
2I,487,64,969055,1146238
2I,487,65,985395,1172935
2I,487,66,916714,1098327
2I,487,67,865884,1058021
2I,487,68,795553,999440
2I,487,69,801209,1027260
2I,487,70,725645,957195
2I,487,71,683999,913964
2I,487,72,634777,876115
2I,487,73,603212,846606
2I,487,74,578473,837040
2I,487,75,539237,796027
2I,487,76,487143,742806
2I,487,77,443975,705939
2I,487,78,398815,655612
2I,487,79,359094,617950
2I,487,80,313884,558272
2I,487,81,275977,510331
2I,487,82,242650,463957
2I,487,83,210247,421214
2I,487,84,182597,383521
2I,487,85,790433,2004107
2I,488,0,1915505,1830098
2I,488,1,1846756,1762629
2I,488,2,1862041,1773662
2I,488,3,1829618,1748999
2I,488,4,1829101,1745287
2I,488,5,1857836,1773027
2I,488,6,1835038,1752029
2I,488,7,1835737,1752125
2I,488,8,1735966,1658180
2I,488,9,1775873,1690950
2I,488,10,1768354,1678047
2I,488,11,1689320,1607760
2I,488,12,1648281,1571058
2I,488,13,1672652,1593727
2I,488,14,1653596,1574517
2I,488,15,1722654,1641535
2I,488,16,1853375,1758104
2I,488,17,2028590,1911466
2I,488,18,1931113,1849343
2I,488,19,1967865,1908967
2I,488,20,1925048,1864956
2I,488,21,1941570,1880481
2I,488,22,1956170,1894513
2I,488,23,2047881,2005642
2I,488,24,2143369,2100785
2I,488,25,2151687,2121908
2I,488,26,2179812,2164261
2I,488,27,2210304,2197764
2I,488,28,2091634,2087397
2I,488,29,2283212,2276850
2I,488,30,2242472,2250367
2I,488,31,2141348,2154186
2I,488,32,2099826,2124567
2I,488,33,2045219,2081707
2I,488,34,2065494,2085911
2I,488,35,1996441,2029218
2I,488,36,1913978,1954121
2I,488,37,1832178,1878320
2I,488,38,1718594,1769087
2I,488,39,1874154,1914427
2I,488,40,1857733,1916021
2I,488,41,1806311,1857981
2I,488,42,1377888,1421632
2I,488,43,1397472,1452017
2I,488,44,1473611,1517364
2I,488,45,1463175,1511478
2I,488,46,1278163,1330555
2I,488,47,1213127,1269239
2I,488,48,1106205,1160881
2I,488,49,1207326,1255313
2I,488,50,1143126,1203709
2I,488,51,1049212,1109588
2I,488,52,1044657,1112120
2I,488,53,1066539,1135612
2I,488,54,1006109,1076912
2I,488,55,990205,1078171
2I,488,56,1023560,1122518
2I,488,57,1062988,1170857
2I,488,58,1009631,1101331
2I,488,59,1051814,1169907
2I,488,60,1044293,1189680
2I,488,61,990741,1140852
2I,488,62,971661,1129885
2I,488,63,1008090,1167499
2I,488,64,993584,1175396
2I,488,65,931795,1121083
2I,488,66,952934,1146314
2I,488,67,906375,1099921
2I,488,68,811029,1013235
2I,488,69,787496,1013862
2I,488,70,761760,988607
2I,488,71,698912,936466
2I,488,72,636000,868442
2I,488,73,609239,852256
2I,488,74,585411,845519
2I,488,75,549836,809213
2I,488,76,499070,756474
2I,488,77,456582,720811
2I,488,78,410293,670089
2I,488,79,368770,633203
2I,488,80,321642,571051
2I,488,81,285518,525578
2I,488,82,251977,480110
2I,488,83,217545,435189
2I,488,84,188052,395116
2I,488,85,805991,2055046
2I,489,0,1961637,1872189
2I,489,1,1878030,1794293
2I,489,2,1858379,1772077
2I,489,3,1867530,1780300
2I,489,4,1854854,1771889
2I,489,5,1831519,1745536
2I,489,6,1857009,1772933
2I,489,7,1844233,1761249
2I,489,8,1767648,1685130
2I,489,9,1854887,1768329
2I,489,10,1791069,1699578
2I,489,11,1738005,1655235
2I,489,12,1685163,1606855
2I,489,13,1661007,1584576
2I,489,14,1685842,1599986
