14,0.5
15,2.2
16,7.7
17,18.3
18,30.3
19,43.8
20,53.4
21,62.6
22,72.0
23,78.7
24,84.8
25,91.7
26,98.0
27,103.5
28,107.5
29,114.7
30,115.4
31,117.3
32,113.0
33,108.3
34,100.2
35,88.0
36,76.3
37,61.8
38,48.2
39,37.7
40,26.6
41,18.2
42,11.0
43,6.4
44,3.4
45,4.2
,
