47,3621415,1775653,1845762
48,3595404,1763025,1832379
49,3744909,1842716,1902193
50,2859826,1398124,1461702
51,2822581,1377162,1445419
52,2886153,1407647,1478506
53,2910165,1417692,1492473
54,2634394,1280136,1354258
55,2429631,1176381,1253250
56,2318377,1118369,1200008
57,2319132,1114959,1204173
58,2192411,1052666,1139745
59,2125516,1017446,1108070
60,2124503,1009372,1115131
61,2075427,988511,1086916
62,1926306,912192,1014114
63,1963559,924244,1039315
64,2024163,942976,1081187
65,2049586,947630,1101956
66,2025435,938778,1086657
67,2017617,921198,1096419
68,1979314,898574,1080740
69,1897639,843279,1054360
70,1859103,815917,1043186
71,1827340,801270,1026070
72,1764408,768065,996343
73,1700208,731937,968271
74,1717056,730719,986337
75,1606282,675563,930719
76,1446156,596155,850001
77,1351744,547572,804172
78,1257254,495190,762064
79,1183800,459759,724041
80,1109988,419569,690419
81,1006892,371149,635743
82,917096,329339,587757
83,834340,287147,547193
84,722029,242930,479099
85,3760110,1048041,2712069
0,3743851,1915884,1827967
1,3770958,1929098,1841860
2,3813423,1951028,1862395
3,3911618,2001856,1909762
4,4037247,2068471,1968776
5,4106729,2100796,2005933
6,4138311,2118288,2020023
7,4089678,2093243,1996435
8,3896614,1995610,1901004
9,3937314,2016330,1920984
10,3936619,2017863,1918756
11,3928703,2013440,1915263
12,3886177,1989326,1896851
13,3849717,1971868,1877849
14,3941751,2021305,1920446
15,3938765,2024481,1914284
16,3931205,2025972,1905233
17,3878713,2005188,1873525
18,3731122,1915415,1815707
19,3807719,1944873,1862846
20,3693911,1889379,1804532
21,3559161,1819597,1739564
22,3518057,1795260,1722797
23,3460296,1760026,1700270
24,3612498,1829666,1782832
25,3906473,1975387,1931086
26,4109436,2065991,2043445
27,4063436,2045532,2017904
28,3880871,1952274,1928597
29,3941877,1981136,1960741
30,4122395,2075140,2047255
31,4086119,2049588,2036531
32,4355820,2180878,2174942
33,4425569,2215612,2209957
34,4562040,2287642,2274398
35,4706099,2361187,2344912
36,4610017,2294437,2315580
37,4563204,2273128,2290076
38,4425477,2198782,2226695
39,4602024,2287304,2314720
40,4548143,2264404,2283739
41,4277734,2113926,2163808
42,4238845,2097324,2141521
43,4081346,2007580,2073766
