15,0.94
16,1.24
17,4.82
18,7.69
19,14.65
20,29.15
21,56.13
22,69.97
23,85.67
24,87.61
25,81.94
26,85.15
27,73.8
28,73.3
29,71.75
30,51.84
31,49.51
32,36.42
33,35.1
34,31.23
35,16.77
36,14.8
37,14.06
38,11.54
39,6.68
40,5.2
41,4.98
42,2.36
43,2.3
44,2.02
45,1.37
46,0.87
47,1.33
48,1.44
49,1.2
,
