MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
7,2010,51,4508821,2215345,2293476
7,2010,52,4475280,2194241,2281039
7,2010,53,4446435,2175071,2271364
7,2010,54,4290989,2092281,2198708
7,2010,55,4247932,2068862,2179070
7,2010,56,4101798,1990474,2111324
7,2010,57,3939730,1906234,2033496
7,2010,58,3805224,1840049,1965175
7,2010,59,3684511,1774565,1909946
7,2010,60,3610918,1739093,1871825
7,2010,61,3535578,1701098,1834480
7,2010,62,3495162,1678504,1816658
7,2010,63,3650648,1753625,1897023
7,2010,64,2694884,1286305,1408579
7,2010,65,2683399,1274721,1408678
7,2010,66,2619994,1239496,1380498
7,2010,67,2692652,1270057,1422595
7,2010,68,2357699,1103505,1254194
7,2010,69,2161590,1004228,1157362
7,2010,70,2058313,952022,1106291
7,2010,71,1957476,905304,1052172
7,2010,72,1879542,859910,1019632
7,2010,73,1750343,794979,955364
7,2010,74,1680364,756522,923842
7,2010,75,1626911,723184,903727
7,2010,76,1484184,654743,829441
7,2010,77,1446452,629464,816988
7,2010,78,1402127,602768,799359
7,2010,79,1353698,573348,780350
7,2010,80,1314427,546149,768278
7,2010,81,1214826,496945,717881
7,2010,82,1155643,461113,694530
7,2010,83,1082810,424469,658341
7,2010,84,982375,373553,608822
7,2010,85,5532756,1807168,3725588
